frequency,V(onoise),inoise
1.905460717963235e+002,1.381165e-008,1.381166e-012
1.949844599758033e+002,1.381165e-008,1.381166e-012
1.995262314968867e+002,1.381165e-008,1.381166e-012
2.041737944669516e+002,1.381165e-008,1.381166e-012
2.089296130854026e+002,1.381165e-008,1.381166e-012
2.137962089502218e+002,1.381165e-008,1.381166e-012
2.187761623949538e+002,1.381165e-008,1.381166e-012
2.238721138568325e+002,1.381165e-008,1.381166e-012
2.290867652767758e+002,1.381165e-008,1.381166e-012
2.344228815319906e+002,1.381165e-008,1.381166e-012
2.398832919019474e+002,1.381165e-008,1.381166e-012
2.454708915685014e+002,1.381165e-008,1.381166e-012
2.511886431509563e+002,1.381165e-008,1.381166e-012
2.570395782768846e+002,1.381165e-008,1.381166e-012
2.630267991895364e+002,1.381165e-008,1.381166e-012
2.691534803926897e+002,1.381165e-008,1.381166e-012
2.754228703338148e+002,1.381165e-008,1.381166e-012
2.818382931264435e+002,1.381165e-008,1.381166e-012
2.884031503126586e+002,1.381165e-008,1.381166e-012
2.951209226666366e+002,1.381165e-008,1.381166e-012
3.019951720401995e+002,1.381165e-008,1.381166e-012
3.090295432513569e+002,1.381165e-008,1.381166e-012
3.162277660168357e+002,1.381165e-008,1.381166e-012
3.235936569296260e+002,1.381165e-008,1.381166e-012
3.311311214825888e+002,1.381165e-008,1.381166e-012
3.388441561392002e+002,1.381165e-008,1.381166e-012
3.467368504525292e+002,1.381165e-008,1.381166e-012
3.548133892335729e+002,1.381165e-008,1.381166e-012
3.630780547700987e+002,1.381165e-008,1.381166e-012
3.715352290971698e+002,1.381165e-008,1.381166e-012
3.801893963205584e+002,1.381165e-008,1.381166e-012
3.890451449942777e+002,1.381165e-008,1.381166e-012
3.981071705534943e+002,1.381165e-008,1.381166e-012
4.073802778041097e+002,1.381165e-008,1.381166e-012
4.168693834703323e+002,1.381165e-008,1.381166e-012
4.265795188015895e+002,1.381165e-008,1.381167e-012
4.365158322401627e+002,1.381165e-008,1.381167e-012
4.466835921509598e+002,1.381165e-008,1.381167e-012
4.570881896148716e+002,1.381165e-008,1.381167e-012
4.677351412871947e+002,1.381165e-008,1.381167e-012
4.786300923226348e+002,1.381165e-008,1.381167e-012
4.897788193684425e+002,1.381165e-008,1.381167e-012
5.011872336272685e+002,1.381166e-008,1.381167e-012
5.128613839913610e+002,1.381166e-008,1.381167e-012
5.248074602497686e+002,1.381166e-008,1.381167e-012
5.370317963702487e+002,1.381166e-008,1.381167e-012
5.495408738576203e+002,1.381166e-008,1.381167e-012
5.623413251903447e+002,1.381166e-008,1.381167e-012
5.754399373371524e+002,1.381166e-008,1.381167e-012
5.888436553555844e+002,1.381166e-008,1.381167e-012
6.025595860743530e+002,1.381166e-008,1.381167e-012
6.165950018614773e+002,1.381166e-008,1.381167e-012
6.309573444801882e+002,1.381166e-008,1.381168e-012
6.456542290346504e+002,1.381166e-008,1.381168e-012
6.606934480075908e+002,1.381166e-008,1.381168e-012
6.760829753919763e+002,1.381167e-008,1.381168e-012
6.918309709189309e+002,1.381167e-008,1.381168e-012
7.079457843841321e+002,1.381167e-008,1.381168e-012
7.244359600749841e+002,1.381167e-008,1.381168e-012
7.413102413009113e+002,1.381167e-008,1.381168e-012
7.585775750291774e+002,1.381167e-008,1.381168e-012
7.762471166286852e+002,1.381167e-008,1.381168e-012
7.943282347242747e+002,1.381167e-008,1.381169e-012
8.128305161640923e+002,1.381168e-008,1.381169e-012
8.317637711026639e+002,1.381168e-008,1.381169e-012
8.511380382023692e+002,1.381168e-008,1.381169e-012
8.709635899560732e+002,1.381168e-008,1.381169e-012
8.912509381337379e+002,1.381168e-008,1.381169e-012
9.120108393559019e+002,1.381168e-008,1.381169e-012
9.332543007969830e+002,1.381169e-008,1.381170e-012
9.549925860214277e+002,1.381169e-008,1.381170e-012
9.772372209558022e+002,1.381169e-008,1.381170e-012
9.999999999999913e+002,1.381169e-008,1.381170e-012
1.023292992280745e+003,1.381169e-008,1.381170e-012
1.047128548050890e+003,1.381170e-008,1.381171e-012
1.071519305237597e+003,1.381170e-008,1.381171e-012
1.096478196143175e+003,1.381170e-008,1.381171e-012
1.122018454301953e+003,1.381171e-008,1.381171e-012
1.148153621496872e+003,1.381171e-008,1.381172e-012
1.174897554939519e+003,1.381171e-008,1.381172e-012
1.202264434617402e+003,1.381171e-008,1.381172e-012
1.230268770812370e+003,1.381172e-008,1.381172e-012
1.258925411794156e+003,1.381172e-008,1.381173e-012
1.288249551693122e+003,1.381173e-008,1.381173e-012
1.318256738556395e+003,1.381173e-008,1.381173e-012
1.348962882591641e+003,1.381173e-008,1.381174e-012
1.380384264602872e+003,1.381174e-008,1.381174e-012
1.412537544622741e+003,1.381174e-008,1.381175e-012
1.445439770745914e+003,1.381175e-008,1.381175e-012
1.479108388168193e+003,1.381175e-008,1.381175e-012
1.513561248436194e+003,1.381176e-008,1.381176e-012
1.548816618912467e+003,1.381176e-008,1.381176e-012
1.584893192461099e+003,1.381177e-008,1.381177e-012
1.621810097358915e+003,1.381177e-008,1.381177e-012
1.659586907437545e+003,1.381178e-008,1.381178e-012
1.698243652461728e+003,1.381179e-008,1.381178e-012
1.737800828749359e+003,1.381179e-008,1.381179e-012
1.778279410038906e+003,1.381180e-008,1.381180e-012
1.819700858609966e+003,1.381181e-008,1.381180e-012
1.862087136662849e+003,1.381181e-008,1.381181e-012
1.905460717963229e+003,1.381182e-008,1.381182e-012
1.949844599758026e+003,1.381183e-008,1.381182e-012
1.995262314968860e+003,1.381184e-008,1.381183e-012
2.041737944669509e+003,1.381185e-008,1.381184e-012
2.089296130854019e+003,1.381186e-008,1.381185e-012
2.137962089502211e+003,1.381187e-008,1.381186e-012
2.187761623949531e+003,1.381188e-008,1.381187e-012
2.238721138568317e+003,1.381189e-008,1.381188e-012
2.290867652767750e+003,1.381190e-008,1.381189e-012
2.344228815319898e+003,1.381192e-008,1.381190e-012
2.398832919019466e+003,1.381193e-008,1.381191e-012
2.454708915685005e+003,1.381194e-008,1.381192e-012
2.511886431509554e+003,1.381196e-008,1.381194e-012
2.570395782768837e+003,1.381197e-008,1.381195e-012
2.630267991895355e+003,1.381199e-008,1.381196e-012
2.691534803926887e+003,1.381200e-008,1.381198e-012
2.754228703338138e+003,1.381202e-008,1.381199e-012
2.818382931264424e+003,1.381204e-008,1.381201e-012
2.884031503126575e+003,1.381205e-008,1.381202e-012
2.951209226666354e+003,1.381207e-008,1.381204e-012
3.019951720401984e+003,1.381209e-008,1.381206e-012
3.090295432513557e+003,1.381212e-008,1.381208e-012
3.162277660168345e+003,1.381214e-008,1.381210e-012
3.235936569296248e+003,1.381216e-008,1.381212e-012
3.311311214825875e+003,1.381219e-008,1.381214e-012
3.388441561391989e+003,1.381221e-008,1.381216e-012
3.467368504525279e+003,1.381224e-008,1.381219e-012
3.548133892335716e+003,1.381227e-008,1.381221e-012
3.630780547700973e+003,1.381230e-008,1.381224e-012
3.715352290971684e+003,1.381233e-008,1.381227e-012
3.801893963205570e+003,1.381236e-008,1.381230e-012
3.890451449942763e+003,1.381239e-008,1.381233e-012
3.981071705534928e+003,1.381243e-008,1.381236e-012
4.073802778041082e+003,1.381246e-008,1.381239e-012
4.168693834703307e+003,1.381250e-008,1.381242e-012
4.265795188015879e+003,1.381254e-008,1.381246e-012
4.365158322401610e+003,1.381259e-008,1.381250e-012
4.466835921509581e+003,1.381263e-008,1.381254e-012
4.570881896148699e+003,1.381268e-008,1.381258e-012
4.677351412871929e+003,1.381273e-008,1.381262e-012
4.786300923226329e+003,1.381278e-008,1.381267e-012
4.897788193684407e+003,1.381283e-008,1.381272e-012
5.011872336272666e+003,1.381289e-008,1.381277e-012
5.128613839913590e+003,1.381294e-008,1.381282e-012
5.248074602497666e+003,1.381301e-008,1.381287e-012
5.370317963702466e+003,1.381307e-008,1.381293e-012
5.495408738576182e+003,1.381314e-008,1.381299e-012
5.623413251903426e+003,1.381321e-008,1.381305e-012
5.754399373371502e+003,1.381328e-008,1.381312e-012
5.888436553555821e+003,1.381336e-008,1.381319e-012
6.025595860743507e+003,1.381344e-008,1.381326e-012
6.165950018614749e+003,1.381352e-008,1.381334e-012
6.309573444801858e+003,1.381361e-008,1.381342e-012
6.456542290346478e+003,1.381370e-008,1.381350e-012
6.606934480075881e+003,1.381380e-008,1.381359e-012
6.760829753919737e+003,1.381390e-008,1.381368e-012
6.918309709189281e+003,1.381401e-008,1.381377e-012
7.079457843841294e+003,1.381412e-008,1.381387e-012
7.244359600749813e+003,1.381424e-008,1.381398e-012
7.413102413009085e+003,1.381436e-008,1.381409e-012
7.585775750291745e+003,1.381449e-008,1.381420e-012
7.762471166286822e+003,1.381462e-008,1.381432e-012
7.943282347242717e+003,1.381476e-008,1.381444e-012
8.128305161640892e+003,1.381491e-008,1.381458e-012
8.317637711026608e+003,1.381506e-008,1.381471e-012
8.511380382023659e+003,1.381523e-008,1.381486e-012
8.709635899560699e+003,1.381540e-008,1.381501e-012
8.912509381337344e+003,1.381557e-008,1.381517e-012
9.120108393558983e+003,1.381576e-008,1.381533e-012
9.332543007969793e+003,1.381595e-008,1.381550e-012
9.549925860214238e+003,1.381615e-008,1.381569e-012
9.772372209557982e+003,1.381637e-008,1.381588e-012
9.999999999999871e+003,1.381659e-008,1.381608e-012
1.023292992280741e+004,1.381682e-008,1.381628e-012
1.047128548050886e+004,1.381707e-008,1.381650e-012
1.071519305237592e+004,1.381732e-008,1.381673e-012
1.096478196143171e+004,1.381759e-008,1.381697e-012
1.122018454301949e+004,1.381787e-008,1.381722e-012
1.148153621496868e+004,1.381816e-008,1.381748e-012
1.174897554939514e+004,1.381847e-008,1.381775e-012
1.202264434617397e+004,1.381879e-008,1.381804e-012
1.230268770812365e+004,1.381913e-008,1.381834e-012
1.258925411794151e+004,1.381948e-008,1.381866e-012
1.288249551693117e+004,1.381985e-008,1.381899e-012
1.318256738556390e+004,1.382024e-008,1.381933e-012
1.348962882591636e+004,1.382064e-008,1.381970e-012
1.380384264602867e+004,1.382107e-008,1.382007e-012
1.412537544622735e+004,1.382151e-008,1.382047e-012
1.445439770745908e+004,1.382197e-008,1.382088e-012
1.479108388168187e+004,1.382246e-008,1.382132e-012
1.513561248436188e+004,1.382297e-008,1.382177e-012
1.548816618912460e+004,1.382351e-008,1.382225e-012
1.584893192461092e+004,1.382406e-008,1.382275e-012
1.621810097358908e+004,1.382465e-008,1.382327e-012
1.659586907437538e+004,1.382526e-008,1.382382e-012
1.698243652461721e+004,1.382590e-008,1.382439e-012
1.737800828749351e+004,1.382658e-008,1.382499e-012
1.778279410038898e+004,1.382728e-008,1.382562e-012
1.819700858609958e+004,1.382802e-008,1.382628e-012
1.862087136662842e+004,1.382879e-008,1.382697e-012
1.905460717963221e+004,1.382960e-008,1.382769e-012
1.949844599758018e+004,1.383044e-008,1.382844e-012
1.995262314968852e+004,1.383133e-008,1.382924e-012
2.041737944669501e+004,1.383225e-008,1.383006e-012
2.089296130854010e+004,1.383322e-008,1.383093e-012
2.137962089502202e+004,1.383424e-008,1.383184e-012
2.187761623949522e+004,1.383531e-008,1.383279e-012
2.238721138568308e+004,1.383642e-008,1.383378e-012
2.290867652767740e+004,1.383759e-008,1.383483e-012
2.344228815319889e+004,1.383881e-008,1.383592e-012
2.398832919019456e+004,1.384009e-008,1.383706e-012
2.454708915684995e+004,1.384143e-008,1.383825e-012
2.511886431509544e+004,1.384283e-008,1.383951e-012
2.570395782768826e+004,1.384430e-008,1.384082e-012
2.630267991895344e+004,1.384584e-008,1.384219e-012
2.691534803926876e+004,1.384745e-008,1.384363e-012
2.754228703338126e+004,1.384913e-008,1.384513e-012
2.818382931264412e+004,1.385090e-008,1.384671e-012
2.884031503126564e+004,1.385275e-008,1.384836e-012
2.951209226666342e+004,1.385468e-008,1.385008e-012
3.019951720401971e+004,1.385671e-008,1.385189e-012
3.090295432513544e+004,1.385883e-008,1.385379e-012
3.162277660168332e+004,1.386105e-008,1.385577e-012
3.235936569296234e+004,1.386338e-008,1.385784e-012
3.311311214825861e+004,1.386581e-008,1.386002e-012
3.388441561391974e+004,1.386836e-008,1.386229e-012
3.467368504525264e+004,1.387103e-008,1.386467e-012
3.548133892335701e+004,1.387383e-008,1.386717e-012
3.630780547700958e+004,1.387675e-008,1.386978e-012
3.715352290971669e+004,1.387982e-008,1.387251e-012
3.801893963205554e+004,1.388303e-008,1.387537e-012
3.890451449942747e+004,1.388638e-008,1.387837e-012
3.981071705534912e+004,1.388990e-008,1.388150e-012
4.073802778041065e+004,1.389358e-008,1.388479e-012
4.168693834703291e+004,1.389744e-008,1.388822e-012
4.265795188015862e+004,1.390147e-008,1.389182e-012
4.365158322401593e+004,1.390570e-008,1.389559e-012
4.466835921509563e+004,1.391012e-008,1.389953e-012
4.570881896148680e+004,1.391475e-008,1.390366e-012
4.677351412871909e+004,1.391960e-008,1.390798e-012
4.786300923226309e+004,1.392467e-008,1.391250e-012
4.897788193684386e+004,1.392999e-008,1.391724e-012
5.011872336272644e+004,1.393555e-008,1.392219e-012
5.128613839913568e+004,1.394137e-008,1.392738e-012
5.248074602497643e+004,1.394747e-008,1.393281e-012
5.370317963702443e+004,1.395385e-008,1.393850e-012
5.495408738576159e+004,1.396053e-008,1.394445e-012
5.623413251903402e+004,1.396752e-008,1.395067e-012
5.754399373371479e+004,1.397484e-008,1.395719e-012
5.888436553555797e+004,1.398250e-008,1.396401e-012
6.025595860743483e+004,1.399053e-008,1.397115e-012
6.165950018614724e+004,1.399892e-008,1.397862e-012
6.309573444801832e+004,1.400771e-008,1.398644e-012
6.456542290346453e+004,1.401691e-008,1.399463e-012
6.606934480075855e+004,1.402654e-008,1.400319e-012
6.760829753919710e+004,1.403662e-008,1.401215e-012
6.918309709189255e+004,1.404717e-008,1.402153e-012
7.079457843841266e+004,1.405821e-008,1.403134e-012
7.244359600749785e+004,1.406976e-008,1.404161e-012
7.413102413009056e+004,1.408185e-008,1.405236e-012
7.585775750291716e+004,1.409451e-008,1.406360e-012
7.762471166286792e+004,1.410776e-008,1.407536e-012
7.943282347242687e+004,1.412162e-008,1.408767e-012
8.128305161640862e+004,1.413613e-008,1.410054e-012
8.317637711026576e+004,1.415131e-008,1.411401e-012
8.511380382023628e+004,1.416720e-008,1.412810e-012
8.709635899560666e+004,1.418382e-008,1.414284e-012
8.912509381337311e+004,1.420121e-008,1.415825e-012
9.120108393558950e+004,1.421941e-008,1.417438e-012
9.332543007969759e+004,1.423846e-008,1.419125e-012
9.549925860214204e+004,1.425838e-008,1.420889e-012
9.772372209557948e+004,1.427923e-008,1.422733e-012
9.999999999999837e+004,1.430104e-008,1.424662e-012
1.023292992280737e+005,1.432385e-008,1.426680e-012
1.047128548050882e+005,1.434772e-008,1.428789e-012
1.071519305237589e+005,1.437269e-008,1.430994e-012
1.096478196143167e+005,1.439880e-008,1.433300e-012
1.122018454301945e+005,1.442612e-008,1.435710e-012
1.148153621496864e+005,1.445469e-008,1.438229e-012
1.174897554939510e+005,1.448457e-008,1.440863e-012
1.202264434617393e+005,1.451583e-008,1.443615e-012
1.230268770812361e+005,1.454851e-008,1.446492e-012
1.258925411794147e+005,1.458269e-008,1.449498e-012
1.288249551693113e+005,1.461842e-008,1.452639e-012
1.318256738556385e+005,1.465579e-008,1.455921e-012
1.348962882591631e+005,1.469486e-008,1.459350e-012
1.380384264602862e+005,1.473570e-008,1.462931e-012
1.412537544622731e+005,1.477840e-008,1.466672e-012
1.445439770745904e+005,1.482304e-008,1.470579e-012
