frequency,V(inoise),V(onoise)
1.659586907437554e+001,1.272764e-008,2.224022e-008
1.698243652461738e+001,1.248290e-008,2.222287e-008
1.737800828749369e+001,1.224443e-008,2.220501e-008
1.778279410038916e+001,1.201209e-008,2.218666e-008
1.819700858609976e+001,1.178577e-008,2.216779e-008
1.862087136662860e+001,1.156535e-008,2.214841e-008
1.905460717963240e+001,1.135071e-008,2.212851e-008
1.949844599758038e+001,1.114174e-008,2.210810e-008
1.995262314968872e+001,1.093833e-008,2.208717e-008
2.041737944669522e+001,1.074036e-008,2.206573e-008
2.089296130854032e+001,1.054772e-008,2.204378e-008
2.137962089502224e+001,1.036032e-008,2.202132e-008
2.187761623949544e+001,1.017804e-008,2.199836e-008
2.238721138568331e+001,1.000077e-008,2.197490e-008
2.290867652767764e+001,9.828418e-009,2.195096e-008
2.344228815319913e+001,9.660880e-009,2.192653e-008
2.398832919019481e+001,9.498057e-009,2.190164e-008
2.454708915685020e+001,9.339847e-009,2.187630e-008
2.511886431509570e+001,9.186157e-009,2.185051e-008
2.570395782768853e+001,9.036889e-009,2.182430e-008
2.630267991895371e+001,8.891950e-009,2.179768e-008
2.691534803926904e+001,8.751247e-009,2.177067e-008
2.754228703338155e+001,8.614688e-009,2.174329e-008
2.818382931264442e+001,8.482182e-009,2.171556e-008
2.884031503126593e+001,8.353640e-009,2.168751e-008
2.951209226666373e+001,8.228976e-009,2.165915e-008
3.019951720402003e+001,8.108101e-009,2.163051e-008
3.090295432513577e+001,7.990930e-009,2.160163e-008
3.162277660168365e+001,7.877378e-009,2.157252e-008
3.235936569296268e+001,7.767361e-009,2.154321e-008
3.311311214825896e+001,7.660798e-009,2.151374e-008
3.388441561392011e+001,7.557607e-009,2.148413e-008
3.467368504525301e+001,7.457707e-009,2.145441e-008
3.548133892335738e+001,7.361019e-009,2.142461e-008
3.630780547700997e+001,7.267465e-009,2.139477e-008
3.715352290971708e+001,7.176968e-009,2.136492e-008
3.801893963205595e+001,7.089450e-009,2.133508e-008
3.890451449942788e+001,7.004838e-009,2.130529e-008
3.981071705534954e+001,6.923055e-009,2.127558e-008
4.073802778041109e+001,6.844030e-009,2.124598e-008
4.168693834703335e+001,6.767689e-009,2.121652e-008
4.265795188015907e+001,6.693962e-009,2.118723e-008
4.365158322401639e+001,6.622778e-009,2.115814e-008
4.466835921509610e+001,6.554068e-009,2.112928e-008
4.570881896148729e+001,6.487763e-009,2.110067e-008
4.677351412871960e+001,6.423796e-009,2.107235e-008
4.786300923226361e+001,6.362102e-009,2.104433e-008
4.897788193684438e+001,6.302614e-009,2.101664e-008
5.011872336272698e+001,6.245269e-009,2.098931e-008
5.128613839913624e+001,6.190005e-009,2.096235e-008
5.248074602497700e+001,6.136758e-009,2.093578e-008
5.370317963702501e+001,6.085469e-009,2.090963e-008
5.495408738576219e+001,6.036077e-009,2.088392e-008
5.623413251903463e+001,5.988524e-009,2.085865e-008
5.754399373371541e+001,5.942753e-009,2.083384e-008
5.888436553555861e+001,5.898708e-009,2.080950e-008
6.025595860743547e+001,5.856333e-009,2.078566e-008
6.165950018614791e+001,5.815574e-009,2.076230e-008
6.309573444801901e+001,5.776378e-009,2.073946e-008
6.456542290346522e+001,5.738695e-009,2.071712e-008
6.606934480075925e+001,5.702474e-009,2.069531e-008
6.760829753919782e+001,5.667664e-009,2.067401e-008
6.918309709189329e+001,5.634219e-009,2.065324e-008
7.079457843841342e+001,5.602091e-009,2.063300e-008
7.244359600749863e+001,5.571235e-009,2.061329e-008
7.413102413009136e+001,5.541605e-009,2.059410e-008
7.585775750291798e+001,5.513160e-009,2.057545e-008
7.762471166286876e+001,5.485856e-009,2.055731e-008
7.943282347242773e+001,5.459653e-009,2.053970e-008
8.128305161640949e+001,5.434509e-009,2.052260e-008
8.317637711026666e+001,5.410388e-009,2.050601e-008
8.511380382023719e+001,5.387251e-009,2.048993e-008
8.709635899560760e+001,5.365061e-009,2.047435e-008
8.912509381337408e+001,5.343783e-009,2.045926e-008
9.120108393559049e+001,5.323383e-009,2.044465e-008
9.332543007969861e+001,5.303827e-009,2.043052e-008
9.549925860214309e+001,5.285083e-009,2.041686e-008
9.772372209558054e+001,5.267121e-009,2.040366e-008
9.999999999999946e+001,5.249909e-009,2.039090e-008
1.023292992280749e+002,5.233418e-009,2.037858e-008
1.047128548050894e+002,5.217621e-009,2.036670e-008
1.071519305237600e+002,5.202489e-009,2.035523e-008
1.096478196143179e+002,5.187997e-009,2.034417e-008
1.122018454301957e+002,5.174119e-009,2.033351e-008
1.148153621496876e+002,5.160831e-009,2.032324e-008
1.174897554939523e+002,5.148108e-009,2.031334e-008
1.202264434617406e+002,5.135929e-009,2.030382e-008
1.230268770812374e+002,5.124270e-009,2.029464e-008
1.258925411794160e+002,5.113111e-009,2.028582e-008
1.288249551693126e+002,5.102431e-009,2.027733e-008
1.318256738556399e+002,5.092212e-009,2.026917e-008
1.348962882591646e+002,5.082432e-009,2.026132e-008
1.380384264602876e+002,5.073075e-009,2.025377e-008
1.412537544622746e+002,5.064123e-009,2.024652e-008
1.445439770745919e+002,5.055560e-009,2.023956e-008
1.479108388168199e+002,5.047367e-009,2.023287e-008
1.513561248436199e+002,5.039531e-009,2.022645e-008
1.548816618912472e+002,5.032036e-009,2.022029e-008
1.584893192461104e+002,5.024869e-009,2.021438e-008
1.621810097358920e+002,5.018014e-009,2.020870e-008
1.659586907437551e+002,5.011458e-009,2.020325e-008
1.698243652461734e+002,5.005190e-009,2.019803e-008
1.737800828749365e+002,4.999196e-009,2.019302e-008
1.778279410038912e+002,4.993466e-009,2.018822e-008
1.819700858609972e+002,4.987987e-009,2.018362e-008
1.862087136662856e+002,4.982749e-009,2.017921e-008
1.905460717963235e+002,4.977741e-009,2.017498e-008
1.949844599758033e+002,4.972955e-009,2.017093e-008
1.995262314968867e+002,4.968379e-009,2.016705e-008
2.041737944669516e+002,4.964006e-009,2.016333e-008
2.089296130854026e+002,4.959825e-009,2.015977e-008
2.137962089502218e+002,4.955830e-009,2.015636e-008
2.187761623949538e+002,4.952011e-009,2.015310e-008
2.238721138568325e+002,4.948361e-009,2.014997e-008
2.290867652767758e+002,4.944873e-009,2.014698e-008
2.344228815319906e+002,4.941540e-009,2.014411e-008
2.398832919019474e+002,4.938355e-009,2.014137e-008
2.454708915685014e+002,4.935311e-009,2.013875e-008
2.511886431509563e+002,4.932402e-009,2.013624e-008
2.570395782768846e+002,4.929622e-009,2.013383e-008
2.630267991895364e+002,4.926967e-009,2.013153e-008
2.691534803926897e+002,4.924429e-009,2.012933e-008
2.754228703338148e+002,4.922005e-009,2.012723e-008
2.818382931264435e+002,4.919688e-009,2.012522e-008
2.884031503126586e+002,4.917474e-009,2.012329e-008
2.951209226666366e+002,4.915360e-009,2.012145e-008
3.019951720401995e+002,4.913340e-009,2.011969e-008
3.090295432513569e+002,4.911410e-009,2.011801e-008
3.162277660168357e+002,4.909565e-009,2.011640e-008
3.235936569296260e+002,4.907803e-009,2.011486e-008
3.311311214825888e+002,4.906120e-009,2.011339e-008
3.388441561392002e+002,4.904513e-009,2.011198e-008
3.467368504525292e+002,4.902977e-009,2.011063e-008
3.548133892335729e+002,4.901509e-009,2.010935e-008
3.630780547700987e+002,4.900108e-009,2.010812e-008
3.715352290971698e+002,4.898769e-009,2.010695e-008
3.801893963205584e+002,4.897490e-009,2.010582e-008
3.890451449942777e+002,4.896268e-009,2.010475e-008
3.981071705534943e+002,4.895101e-009,2.010372e-008
4.073802778041097e+002,4.893987e-009,2.010274e-008
4.168693834703323e+002,4.892922e-009,2.010180e-008
4.265795188015895e+002,4.891904e-009,2.010091e-008
4.365158322401627e+002,4.890933e-009,2.010005e-008
4.466835921509598e+002,4.890005e-009,2.009923e-008
4.570881896148716e+002,4.889118e-009,2.009845e-008
4.677351412871947e+002,4.888272e-009,2.009771e-008
4.786300923226348e+002,4.887463e-009,2.009699e-008
4.897788193684425e+002,4.886691e-009,2.009631e-008
5.011872336272685e+002,4.885953e-009,2.009566e-008
5.128613839913610e+002,4.885248e-009,2.009504e-008
5.248074602497686e+002,4.884575e-009,2.009444e-008
5.370317963702487e+002,4.883932e-009,2.009387e-008
5.495408738576203e+002,4.883318e-009,2.009333e-008
5.623413251903447e+002,4.882732e-009,2.009281e-008
5.754399373371524e+002,4.882172e-009,2.009232e-008
5.888436553555844e+002,4.881637e-009,2.009184e-008
6.025595860743530e+002,4.881126e-009,2.009139e-008
6.165950018614773e+002,4.880638e-009,2.009096e-008
6.309573444801882e+002,4.880172e-009,2.009054e-008
6.456542290346504e+002,4.879726e-009,2.009015e-008
6.606934480075908e+002,4.879301e-009,2.008977e-008
6.760829753919763e+002,4.878896e-009,2.008941e-008
6.918309709189309e+002,4.878507e-009,2.008907e-008
7.079457843841321e+002,4.878137e-009,2.008874e-008
7.244359600749841e+002,4.877784e-009,2.008843e-008
7.413102413009113e+002,4.877446e-009,2.008813e-008
7.585775750291774e+002,4.877123e-009,2.008784e-008
7.762471166286852e+002,4.876815e-009,2.008757e-008
7.943282347242747e+002,4.876521e-009,2.008731e-008
8.128305161640923e+002,4.876239e-009,2.008706e-008
8.317637711026639e+002,4.875971e-009,2.008682e-008
8.511380382023692e+002,4.875714e-009,2.008659e-008
8.709635899560732e+002,4.875470e-009,2.008638e-008
8.912509381337379e+002,4.875236e-009,2.008617e-008
9.120108393559019e+002,4.875012e-009,2.008597e-008
9.332543007969830e+002,4.874799e-009,2.008578e-008
9.549925860214277e+002,4.874595e-009,2.008560e-008
9.772372209558022e+002,4.874401e-009,2.008542e-008
9.999999999999913e+002,4.874215e-009,2.008526e-008
1.023292992280745e+003,4.874038e-009,2.008510e-008
1.047128548050890e+003,4.873868e-009,2.008495e-008
1.071519305237597e+003,4.873707e-009,2.008481e-008
1.096478196143175e+003,4.873552e-009,2.008467e-008
1.122018454301953e+003,4.873404e-009,2.008454e-008
1.148153621496872e+003,4.873264e-009,2.008441e-008
1.174897554939519e+003,4.873129e-009,2.008430e-008
1.202264434617402e+003,4.873000e-009,2.008418e-008
1.230268770812370e+003,4.872878e-009,2.008407e-008
1.258925411794156e+003,4.872760e-009,2.008397e-008
1.288249551693122e+003,4.872649e-009,2.008387e-008
1.318256738556395e+003,4.872541e-009,2.008377e-008
1.348962882591641e+003,4.872439e-009,2.008368e-008
1.380384264602872e+003,4.872342e-009,2.008359e-008
1.412537544622741e+003,4.872248e-009,2.008351e-008
1.445439770745914e+003,4.872160e-009,2.008343e-008
1.479108388168193e+003,4.872075e-009,2.008336e-008
1.513561248436194e+003,4.871993e-009,2.008328e-008
1.548816618912467e+003,4.871916e-009,2.008322e-008
1.584893192461099e+003,4.871842e-009,2.008315e-008
1.621810097358915e+003,4.871771e-009,2.008309e-008
1.659586907437545e+003,4.871704e-009,2.008303e-008
1.698243652461728e+003,4.871640e-009,2.008297e-008
1.737800828749359e+003,4.871578e-009,2.008291e-008
1.778279410038906e+003,4.871519e-009,2.008286e-008
1.819700858609966e+003,4.871463e-009,2.008281e-008
1.862087136662849e+003,4.871409e-009,2.008276e-008
1.905460717963229e+003,4.871358e-009,2.008272e-008
1.949844599758026e+003,4.871309e-009,2.008267e-008
1.995262314968860e+003,4.871263e-009,2.008263e-008
2.041737944669509e+003,4.871218e-009,2.008259e-008
2.089296130854019e+003,4.871175e-009,2.008255e-008
2.137962089502211e+003,4.871135e-009,2.008252e-008
2.187761623949531e+003,4.871096e-009,2.008248e-008
2.238721138568317e+003,4.871059e-009,2.008245e-008
2.290867652767750e+003,4.871024e-009,2.008242e-008
2.344228815319898e+003,4.870990e-009,2.008239e-008
2.398832919019466e+003,4.870957e-009,2.008236e-008
2.454708915685005e+003,4.870926e-009,2.008233e-008
2.511886431509554e+003,4.870897e-009,2.008230e-008
2.570395782768837e+003,4.870869e-009,2.008228e-008
2.630267991895355e+003,4.870842e-009,2.008225e-008
2.691534803926887e+003,4.870816e-009,2.008223e-008
2.754228703338138e+003,4.870792e-009,2.008221e-008
2.818382931264424e+003,4.870769e-009,2.008219e-008
2.884031503126575e+003,4.870746e-009,2.008217e-008
2.951209226666354e+003,4.870725e-009,2.008215e-008
3.019951720401984e+003,4.870704e-009,2.008213e-008
3.090295432513557e+003,4.870685e-009,2.008211e-008
3.162277660168345e+003,4.870667e-009,2.008209e-008
3.235936569296248e+003,4.870649e-009,2.008208e-008
3.311311214825875e+003,4.870632e-009,2.008206e-008
3.388441561391989e+003,4.870615e-009,2.008205e-008
3.467368504525279e+003,4.870600e-009,2.008203e-008
3.548133892335716e+003,4.870585e-009,2.008202e-008
3.630780547700973e+003,4.870572e-009,2.008200e-008
3.715352290971684e+003,4.870558e-009,2.008199e-008
3.801893963205570e+003,4.870545e-009,2.008198e-008
3.890451449942763e+003,4.870533e-009,2.008197e-008
3.981071705534928e+003,4.870521e-009,2.008196e-008
4.073802778041082e+003,4.870510e-009,2.008194e-008
4.168693834703307e+003,4.870499e-009,2.008193e-008
4.265795188015879e+003,4.870489e-009,2.008192e-008
4.365158322401610e+003,4.870479e-009,2.008191e-008
4.466835921509581e+003,4.870470e-009,2.008191e-008
4.570881896148699e+003,4.870461e-009,2.008190e-008
4.677351412871929e+003,4.870452e-009,2.008189e-008
4.786300923226329e+003,4.870444e-009,2.008188e-008
4.897788193684407e+003,4.870437e-009,2.008187e-008
5.011872336272666e+003,4.870429e-009,2.008186e-008
5.128613839913590e+003,4.870422e-009,2.008185e-008
5.248074602497666e+003,4.870416e-009,2.008185e-008
5.370317963702466e+003,4.870409e-009,2.008184e-008
5.495408738576182e+003,4.870403e-009,2.008183e-008
5.623413251903426e+003,4.870397e-009,2.008183e-008
5.754399373371502e+003,4.870392e-009,2.008182e-008
5.888436553555821e+003,4.870387e-009,2.008181e-008
6.025595860743507e+003,4.870381e-009,2.008180e-008
6.165950018614749e+003,4.870377e-009,2.008180e-008
6.309573444801858e+003,4.870372e-009,2.008179e-008
6.456542290346478e+003,4.870368e-009,2.008179e-008
6.606934480075881e+003,4.870364e-009,2.008178e-008
6.760829753919737e+003,4.870360e-009,2.008177e-008
6.918309709189281e+003,4.870356e-009,2.008177e-008
7.079457843841294e+003,4.870352e-009,2.008176e-008
7.244359600749813e+003,4.870349e-009,2.008175e-008
7.413102413009085e+003,4.870345e-009,2.008175e-008
7.585775750291745e+003,4.870342e-009,2.008174e-008
7.762471166286822e+003,4.870339e-009,2.008174e-008
7.943282347242717e+003,4.870336e-009,2.008173e-008
8.128305161640892e+003,4.870333e-009,2.008172e-008
8.317637711026608e+003,4.870331e-009,2.008172e-008
8.511380382023659e+003,4.870329e-009,2.008171e-008
8.709635899560699e+003,4.870326e-009,2.008170e-008
8.912509381337344e+003,4.870324e-009,2.008170e-008
9.120108393558983e+003,4.870322e-009,2.008169e-008
9.332543007969793e+003,4.870320e-009,2.008168e-008
9.549925860214238e+003,4.870318e-009,2.008168e-008
9.772372209557982e+003,4.870316e-009,2.008167e-008
9.999999999999871e+003,4.870314e-009,2.008166e-008
1.023292992280741e+004,4.870313e-009,2.008165e-008
1.047128548050886e+004,4.870311e-009,2.008165e-008
1.071519305237592e+004,4.870310e-009,2.008164e-008
1.096478196143171e+004,4.870309e-009,2.008163e-008
1.122018454301949e+004,4.870307e-009,2.008162e-008
1.148153621496868e+004,4.870306e-009,2.008161e-008
1.174897554939514e+004,4.870305e-009,2.008160e-008
1.202264434617397e+004,4.870304e-009,2.008159e-008
1.230268770812365e+004,4.870303e-009,2.008158e-008
1.258925411794151e+004,4.870302e-009,2.008157e-008
1.288249551693117e+004,4.870301e-009,2.008156e-008
1.318256738556390e+004,4.870300e-009,2.008155e-008
1.348962882591636e+004,4.870300e-009,2.008154e-008
1.380384264602867e+004,4.870299e-009,2.008153e-008
1.412537544622735e+004,4.870298e-009,2.008152e-008
1.445439770745908e+004,4.870298e-009,2.008150e-008
1.479108388168187e+004,4.870297e-009,2.008149e-008
1.513561248436188e+004,4.870297e-009,2.008148e-008
1.548816618912460e+004,4.870297e-009,2.008146e-008
1.584893192461092e+004,4.870296e-009,2.008145e-008
1.621810097358908e+004,4.870296e-009,2.008143e-008
1.659586907437538e+004,4.870296e-009,2.008141e-008
1.698243652461721e+004,4.870295e-009,2.008140e-008
1.737800828749351e+004,4.870295e-009,2.008138e-008
1.778279410038898e+004,4.870295e-009,2.008136e-008
1.819700858609958e+004,4.870295e-009,2.008134e-008
1.862087136662842e+004,4.870295e-009,2.008132e-008
1.905460717963221e+004,4.870295e-009,2.008130e-008
1.949844599758018e+004,4.870295e-009,2.008128e-008
1.995262314968852e+004,4.870295e-009,2.008125e-008
2.041737944669501e+004,4.870296e-009,2.008123e-008
2.089296130854010e+004,4.870296e-009,2.008120e-008
2.137962089502202e+004,4.870296e-009,2.008118e-008
2.187761623949522e+004,4.870297e-009,2.008115e-008
2.238721138568308e+004,4.870297e-009,2.008112e-008
2.290867652767740e+004,4.870297e-009,2.008109e-008
2.344228815319889e+004,4.870298e-009,2.008106e-008
2.398832919019456e+004,4.870299e-009,2.008102e-008
2.454708915684995e+004,4.870299e-009,2.008099e-008
2.511886431509544e+004,4.870300e-009,2.008095e-008
2.570395782768826e+004,4.870301e-009,2.008091e-008
2.630267991895344e+004,4.870301e-009,2.008087e-008
2.691534803926876e+004,4.870302e-009,2.008083e-008
2.754228703338126e+004,4.870303e-009,2.008079e-008
2.818382931264412e+004,4.870305e-009,2.008074e-008
2.884031503126564e+004,4.870305e-009,2.008069e-008
2.951209226666342e+004,4.870307e-009,2.008064e-008
3.019951720401971e+004,4.870308e-009,2.008059e-008
3.090295432513544e+004,4.870309e-009,2.008053e-008
3.162277660168332e+004,4.870311e-009,2.008047e-008
3.235936569296234e+004,4.870312e-009,2.008041e-008
3.311311214825861e+004,4.870313e-009,2.008035e-008
3.388441561391974e+004,4.870315e-009,2.008028e-008
3.467368504525264e+004,4.870317e-009,2.008021e-008
3.548133892335701e+004,4.870319e-009,2.008014e-008
3.630780547700958e+004,4.870321e-009,2.008007e-008
3.715352290971669e+004,4.870323e-009,2.007999e-008
3.801893963205554e+004,4.870325e-009,2.007990e-008
3.890451449942747e+004,4.870327e-009,2.007982e-008
3.981071705534912e+004,4.870329e-009,2.007972e-008
4.073802778041065e+004,4.870332e-009,2.007963e-008
4.168693834703291e+004,4.870335e-009,2.007953e-008
4.265795188015862e+004,4.870337e-009,2.007942e-008
4.365158322401593e+004,4.870341e-009,2.007931e-008
4.466835921509563e+004,4.870344e-009,2.007920e-008
4.570881896148680e+004,4.870347e-009,2.007908e-008
4.677351412871909e+004,4.870350e-009,2.007895e-008
4.786300923226309e+004,4.870354e-009,2.007882e-008
4.897788193684386e+004,4.870357e-009,2.007868e-008
5.011872336272644e+004,4.870361e-009,2.007853e-008
5.128613839913568e+004,4.870365e-009,2.007838e-008
5.248074602497643e+004,4.870370e-009,2.007822e-008
5.370317963702443e+004,4.870374e-009,2.007805e-008
5.495408738576159e+004,4.870379e-009,2.007788e-008
5.623413251903402e+004,4.870384e-009,2.007770e-008
5.754399373371479e+004,4.870389e-009,2.007751e-008
5.888436553555797e+004,4.870394e-009,2.007731e-008
6.025595860743483e+004,4.870400e-009,2.007710e-008
6.165950018614724e+004,4.870406e-009,2.007688e-008
6.309573444801832e+004,4.870413e-009,2.007665e-008
6.456542290346453e+004,4.870419e-009,2.007641e-008
6.606934480075855e+004,4.870426e-009,2.007616e-008
6.760829753919710e+004,4.870433e-009,2.007589e-008
6.918309709189255e+004,4.870440e-009,2.007561e-008
7.079457843841266e+004,4.870448e-009,2.007533e-008
7.244359600749785e+004,4.870456e-009,2.007502e-008
7.413102413009056e+004,4.870465e-009,2.007470e-008
7.585775750291716e+004,4.870474e-009,2.007437e-008
7.762471166286792e+004,4.870484e-009,2.007403e-008
7.943282347242687e+004,4.870494e-009,2.007366e-008
8.128305161640862e+004,4.870504e-009,2.007328e-008
8.317637711026576e+004,4.870515e-009,2.007288e-008
8.511380382023628e+004,4.870527e-009,2.007246e-008
8.709635899560666e+004,4.870539e-009,2.007202e-008
8.912509381337311e+004,4.870551e-009,2.007157e-008
9.120108393558950e+004,4.870564e-009,2.007109e-008
9.332543007969759e+004,4.870578e-009,2.007058e-008
9.549925860214204e+004,4.870592e-009,2.007006e-008
9.772372209557948e+004,4.870607e-009,2.006951e-008
9.999999999999837e+004,4.870623e-009,2.006893e-008
1.023292992280737e+005,4.870639e-009,2.006833e-008
1.047128548050882e+005,4.870657e-009,2.006769e-008
1.071519305237589e+005,4.870675e-009,2.006703e-008
1.096478196143167e+005,4.870694e-009,2.006634e-008
1.122018454301945e+005,4.870714e-009,2.006561e-008
1.148153621496864e+005,4.870735e-009,2.006485e-008
1.174897554939510e+005,4.870757e-009,2.006405e-008
1.202264434617393e+005,4.870779e-009,2.006322e-008
1.230268770812361e+005,4.870803e-009,2.006235e-008
1.258925411794147e+005,4.870829e-009,2.006143e-008
1.288249551693113e+005,4.870855e-009,2.006048e-008
1.318256738556385e+005,4.870882e-009,2.005948e-008
1.348962882591631e+005,4.870911e-009,2.005843e-008
1.380384264602862e+005,4.870941e-009,2.005733e-008
1.412537544622731e+005,4.870973e-009,2.005618e-008
1.445439770745904e+005,4.871006e-009,2.005497e-008
